address,booth_number,brands,category,country,description,email,exhibitor_name,exhibitor_url,facebook,fax,hall_location,instagram,linkedin,manufacturers,phone,show_date,show_name,show_website,twitter,website
"Manalapan,, NJ, United States",5841,SomerTile,"Tile, Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Mosaic, Tile - Porcelain, Tile - Trims, Tile - Wall",,"We offer on-trend, emotionally inspiring, high-quality tiles",,SomerTile,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=282&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380223&fromFeatured=1,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.somertile.com
"MIAMI,, FL, United States",1832,,"Stone - Terrazzo, Tile - Ceramic (Glazed), Tile - Floor, Tile - Quarry (Unglazed), Tile - Wall",,"Alfagres has 60 years experience in manufacturing wall and floor coverings. Our first product produced was the traditional Italian marble conglomerate floors (terrazzo) and after came, the quarry tile. We then started our ceramic factories, stone plant and Carpet Mill. Our new addition to our group of factories was the latest cutting edge Italian technology ceramic plant built in the Colombian Atlantic coast with capacity of 6 million SqFt. per month. Customers feel confident that they can find excellent durable ceramic tile, high density quarry tile and stone products in Alfagres. We offer our clients the possibility of “one stop shop” for a unique and various wall-floor coverings portfolio with the same provider. Since 1984 when Alfagres entered the North American market with it’s well known quarry tile, we have experienced great commercial expansion both domestically and internationally (products are sold thought the US, Canada, Caribbean, South and central America, Europe and Asia). We have specialized in offering our customers an integral solution of floor, wall and accent pieces as a single provider. High quality standards with multiple design solutions make Alfagres a leader in finishing products for the construction world. Alfagres'' head quarters are located in Bogota, Colombia. Our main shipping port is Barranquilla. We work alternative ports such as Cartagena, Santa Marta and Buenaventura (Pacific Ocean) in Colombia. Our geographic location poses a strategic advantage, allowing very low lead times to the North & Central American and Caribbean markets. Our sales for North America, the Caribbean, Europe & Asia are managed by OPA International dba ALFAGRES from Miami FL, USA. There are three distribution centers for the North American market: Miami, Los Angeles and Houston. ",,Alfagres,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=9&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381653,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.alfagres.com
"Vila Nova Famalicão,, Portugal",1426,,"Tile - Floor, Tile - Wall, Tile, Tile - Cement, Tile - Decorative",,ACL is a Portuguese company with more than forty years.,,ACL - A Cimenteira do Louro,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=3&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381720,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,https://aclweb.pt/pt
"North Andover,, MA, United States",2526,"SunTouch Mats, SunTouch WarmWire, SunTouch Underfloor Mat, ProMelt Mats, ProMelt Cable, SunTouch SunStat","Miscellaneous - Floor Heating Systems, Stone, Tile, Tile - Floor",,"SunTouch manufactures electric radiant heating systems in both a mat and a WarmWire cable system. We offer both a programmable and non programmable control for these systems. The most popular spaces to warm are bathrooms, kitchens, entries and sun rooms. We also offer an UnderFloor mat that hangs between your joists to warm an existing floor. Our electric snow melting line, ProMelt, is available in a mat and cable system. It minimizes accidents on slippery sidewalks and saves time and money from snow removal in driveways and parking lots.",,SunTouch Floor Heating & Snow Melting,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=300&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381708&fromFeatured=1,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.suntouch.com
"Morbi,, GJ, India",1027,IBIS is the perfect combination of visionary designs and technological performance.,"Tile, Tile - Ceramic (Glazed), Tile - Ceramic (Unglazed), Tile - Countertop, Tile - Decorative, Tile - Floor, Tile - Mosaic, Tile - Pavers, Tile - Porcelain, Tile - Wall",,Welcome to the world of beautiful porcelain slabs and tiles.,,Ibis Smart Marble Pvt Ltd,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=147&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381437&fromFeatured=1,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.ibissmartmarble.com
"Serra,, ES, Brazil",4041,,"Stone, Stone - Block, Stone - Granite, Stone - Quartzite, Stone - Slab",,"PBA Stones is a worldwide reference for stones nowadays. With its wide range of materials - including exclusive high end quartzites - the company is proudly part of the TOP 10 best ornamental stones brazilian exporters. This year''s collection covers all kinds of materials, from the continuous and high prodution classics to the most beautiful and singular ones. ",,PBA Stones,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=240&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381839,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.pbastones.com.br
"Burdur,, Turkey",4219,,"Stone - Limestone, Stone - Marble",,Exploure Natural Beauty,,PORTSAN MABLE,https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=249&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378726,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.portsan.com
"Haines City,, FL, United States",3428,"PROFLEX has been a pioneer for years in the development of products designed to make flooring and finished surfaces last longer then ever. By keeping at forefront of ever changing technology,","Allied Products - Sound Abatement Membranes, Allied Products - Waterproofing, Allied Products - Mortars, Allied Products - Shower Pans, Allied Products - Grout, Allied Products - Backerboard, Allied Products - Acoustical Systems, Allied Products - Adhesives, Allied Products - Anti-Fracture Membranes",,"Welcome to Coverings, stop by our both to see our latest.",,"Proflex Products, inc.",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=252&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=381709,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.proflex.us
"Pompano Beach,, FL, United States",2541,"Portobello America, Inc.","Tile, Tile - Ceramic (Glazed), Tile - Floor, Tile - Porcelain, Tile - Wall",,"
",,"Portobello America, Inc.",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=248&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=378084,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,http://www.portobelloamerica.com
"Lenoir City,, TN, United States",5612,,,,,,"RYE-Corp, LLC",https://expo.coverings.com/Cov2021/Public/eBooth.aspx?IndexInList=267&FromPage=Exhibitors.aspx&ParentBoothID=&ListByBooth=true&BoothID=380114,,,,,,,,07/07/2021,Coverings,https://www.coverings.com/,,rodyork@tds.net
